scenario_id,sub_experiment,K,n_features_selected,top1,top3,top5,seed,subsample_seed,effective_spu,max_k,var95_k,is_baseline,train_samples
3.2,"S3.2_F, ItoT_1",16,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",16,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,0.9836065573770492,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,0.9918032786885246,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",45,453,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",45,453,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",45,453,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",50,463,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",50,463,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",50,463,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",55,471,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",55,471,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",55,471,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",60,491,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",60,491,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",60,491,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",65,497,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",65,497,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",65,497,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",70,500,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",70,500,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",70,500,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",75,501,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",75,501,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",75,501,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",80,503,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",80,503,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",80,503,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",85,504,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",85,504,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",85,504,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",90,506,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",90,506,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",90,506,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",95,510,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",95,510,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",95,510,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",100,511,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",100,511,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",100,511,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",105,515,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",105,515,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",105,515,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",110,515,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",110,515,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",110,515,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",115,515,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",115,515,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",115,515,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",120,520,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",120,520,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",120,520,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",125,521,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",125,521,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",125,521,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",130,523,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",130,523,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",130,523,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",135,524,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",135,524,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",135,524,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",140,524,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",140,524,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",140,524,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",145,526,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",145,526,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",145,526,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",150,526,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",150,526,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",150,526,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",155,528,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",155,528,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",155,528,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",160,528,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",160,528,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",160,528,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",165,529,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",165,529,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",165,529,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",170,530,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",170,530,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",170,530,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",175,530,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",175,530,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",175,530,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",180,533,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",180,533,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",180,533,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",185,533,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",185,533,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",185,533,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",190,534,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",190,534,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",190,534,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",195,534,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",195,534,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",195,534,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",200,534,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",200,534,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",200,534,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",205,535,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",205,535,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",205,535,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",210,535,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",210,535,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",210,535,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",215,535,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",215,535,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",215,535,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",220,535,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",220,535,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",220,535,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",225,540,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",225,540,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",225,540,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",230,542,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",230,542,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",230,542,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",235,548,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",235,548,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",235,548,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",240,548,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",240,548,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",240,548,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",244,565,1.0,1.0,1.0,42,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",244,565,1.0,1.0,1.0,123,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",244,565,1.0,1.0,1.0,456,7,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",-1,620,1.0,1.0,1.0,42,7,4,244,24,True,244
3.2,"S3.2_F, ItoT_1",-1,620,1.0,1.0,1.0,123,7,4,244,24,True,244
3.2,"S3.2_F, ItoT_1",-1,620,1.0,1.0,1.0,456,7,4,244,24,True,244
3.2,"S3.2_F, ItoT_1",1,176,0.7540983606557377,0.9016393442622951,0.9754098360655737,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",1,176,0.6885245901639344,0.9262295081967213,0.9590163934426229,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",1,176,0.7295081967213115,0.9016393442622951,0.9426229508196722,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",2,192,0.7950819672131147,0.9426229508196722,0.9754098360655737,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",2,192,0.8032786885245902,0.9590163934426229,0.9754098360655737,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",2,192,0.8114754098360656,0.9508196721311475,0.9672131147540983,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",3,196,0.8360655737704918,0.9426229508196722,0.9754098360655737,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",3,196,0.8032786885245902,0.9426229508196722,0.9754098360655737,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",3,196,0.819672131147541,0.9426229508196722,0.9754098360655737,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",4,275,0.9590163934426229,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",4,275,0.9590163934426229,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",4,275,0.9590163934426229,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",5,334,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",5,334,0.9836065573770492,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",5,334,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",6,334,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",6,334,0.9836065573770492,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",6,334,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",7,338,0.9836065573770492,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",7,338,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",7,338,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",8,343,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",8,343,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",8,343,0.9590163934426229,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",9,344,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",9,344,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",9,344,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",10,344,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",10,344,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",10,344,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",11,344,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",11,344,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",11,344,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",12,344,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",12,344,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",12,344,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",13,344,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",13,344,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",13,344,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",14,373,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",14,373,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",14,373,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",15,383,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",15,383,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",15,383,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",16,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",16,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",16,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",17,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",18,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",19,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",20,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",21,386,0.9836065573770492,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",22,387,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",23,387,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",24,387,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",25,387,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",26,395,0.9918032786885246,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",27,400,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",28,403,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",29,403,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",30,403,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",35,409,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,42,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,123,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",40,428,1.0,1.0,1.0,456,13,4,244,24,False,244
3.2,"S3.2_F, ItoT_1",45,453,1.0,1.0,1.0,42,13,4,244,24,False,244
